job_title,skills,location,years_experience,education_level,expected_salary
QA Engineer,"JavaScript, Git, SQL, Linux",Galle,6.0,Master's Degree,118000
Fullstack Developer,"Pandas, TensorFlow",Galle,3.7,Master's Degree,135000
Backend Developer,"AWS, Python, Machine Learning, Git",Colombo,9.5,Bachelor's Degree,178000
QA Engineer,"React, Tableau",Galle,0.8,Bachelor's Degree,75000
DevOps Engineer,"Machine Learning, Kubernetes, Pandas, Git, Docker",Remote,0.0,Bachelor's Degree,126000
Frontend Developer,"AWS, Kubernetes, Linux, Excel, JavaScript",Remote,1.9,Bachelor's Degree,120000
DevOps Engineer,"Kubernetes, Machine Learning, Docker, JavaScript",Remote,3.9,Bachelor's Degree,145000
Fullstack Developer,"Tableau, Docker, Azure, Pandas, JavaScript",Kandy,4.7,Master's Degree,171000
Data Scientist,"Git, Pandas, Linux, AWS, Machine Learning, Tableau",Remote,3.3,Bachelor's Degree,168000
Product Manager,Excel,Jaffna,5.1,Bachelor's Degree,139000
Fullstack Developer,Linux,Colombo,0.2,Master's Degree,141000
Fullstack Developer,"AWS, TensorFlow, Excel",Colombo,8.3,Diploma,162000
DevOps Engineer,"Git, Tableau, TensorFlow, Python, SQL",Kandy,3.8,Bachelor's Degree,143000
Frontend Developer,"Linux, Git, AWS, JavaScript",Kandy,7.4,Master's Degree,156000
Backend Developer,"Linux, Tableau, TensorFlow",Galle,5.0,Master's Degree,136000
Fullstack Developer,"Git, Docker, Machine Learning, Linux, Python, Pandas",Remote,5.4,Bachelor's Degree,168000
DevOps Engineer,"Python, Docker, Azure",Colombo,5.7,High School,139000
Product Manager,"Machine Learning, Excel, React",Colombo,5.3,Bachelor's Degree,190000
Fullstack Developer,"Docker, Pandas, Kubernetes, Tableau, Excel, TensorFlow",Remote,5.9,Bachelor's Degree,171000
DevOps Engineer,"SQL, JavaScript, Azure, Kubernetes",Galle,8.0,Master's Degree,175000
DevOps Engineer,"Excel, TensorFlow, SQL",Kandy,4.6,High School,115000
Software Engineer,"Pandas, AWS",Jaffna,6.1,PhD,144000
DevOps Engineer,SQL,Jaffna,3.7,Master's Degree,127000
Fullstack Developer,"SQL, AWS, Azure, Kubernetes, Tableau",Jaffna,8.3,Bachelor's Degree,152000
Business Analyst,"Kubernetes, Linux",Colombo,2.0,Bachelor's Degree,109000
Business Analyst,"Azure, React, Kubernetes, Git, Linux, Docker",Colombo,9.4,PhD,227000
QA Engineer,"Docker, Machine Learning, Linux, AWS, Excel, SQL",Remote,3.9,PhD,149000
Frontend Developer,"Azure, Machine Learning, Git, Linux",Colombo,0.0,Bachelor's Degree,115000
Data Scientist,"TensorFlow, Azure, Tableau, Linux, React, Pandas",Colombo,4.4,Master's Degree,222000
Product Manager,AWS,Jaffna,2.0,Bachelor's Degree,122000
QA Engineer,"Pandas, Docker, Kubernetes, Excel, React",Galle,6.5,Bachelor's Degree,110000
Frontend Developer,"Tableau, Linux, React, Python, TensorFlow, AWS",Remote,2.0,Bachelor's Degree,125000
Software Engineer,"React, Tableau, Pandas, Linux, Python, Git",Jaffna,2.7,Diploma,104000
Product Manager,Excel,Galle,0.0,Bachelor's Degree,117000
Frontend Developer,"Excel, React, Python",Colombo,2.6,Bachelor's Degree,124000
DevOps Engineer,"AWS, Docker, Tableau, SQL, React, JavaScript",Jaffna,0.0,Bachelor's Degree,112000
Product Manager,Docker,Colombo,0.0,PhD,186000
DevOps Engineer,"Tableau, Kubernetes, Git, Excel",Kandy,6.3,Master's Degree,174000
DevOps Engineer,"Linux, Pandas",Galle,6.4,Diploma,118000
Frontend Developer,Python,Kandy,5.3,Bachelor's Degree,114000
QA Engineer,"AWS, Pandas, Tableau",Remote,1.1,Bachelor's Degree,89000
Fullstack Developer,"React, SQL, Azure, Kubernetes",Colombo,3.9,Bachelor's Degree,159000
QA Engineer,"TensorFlow, Docker, Azure, Git",Colombo,4.0,Diploma,105000
Product Manager,"Docker, Excel, Kubernetes, Linux, TensorFlow, React",Galle,0.5,Bachelor's Degree,144000
Data Scientist,"TensorFlow, Linux, Kubernetes",Jaffna,8.5,Master's Degree,176000
Business Analyst,"TensorFlow, Linux, Tableau, JavaScript, Azure, Docker",Kandy,6.6,Bachelor's Degree,136000
Software Engineer,"Python, Excel, Machine Learning, Git, Kubernetes, Tableau",Remote,3.3,Diploma,126000
QA Engineer,"JavaScript, Pandas, React",Galle,4.1,Bachelor's Degree,91000
Software Engineer,"Machine Learning, Python, Linux, TensorFlow, JavaScript",Remote,4.6,Bachelor's Degree,141000
Data Scientist,Excel,Remote,0.0,Diploma,108000
DevOps Engineer,Pandas,Kandy,3.3,Bachelor's Degree,122000
QA Engineer,"Git, Machine Learning, TensorFlow, AWS, React, Kubernetes",Galle,2.0,Bachelor's Degree,95000
Data Scientist,"Tableau, Python, Kubernetes",Jaffna,1.0,Bachelor's Degree,112000
Software Engineer,"Excel, React, SQL",Jaffna,3.2,Diploma,93000
Business Analyst,"Kubernetes, SQL, TensorFlow, AWS, Machine Learning",Kandy,9.4,Bachelor's Degree,145000
Fullstack Developer,"Linux, TensorFlow",Colombo,5.9,Master's Degree,180000
Frontend Developer,Python,Colombo,2.3,Diploma,105000
Frontend Developer,"Python, AWS, SQL, TensorFlow",Colombo,5.7,Master's Degree,170000
Fullstack Developer,"SQL, Pandas, Docker",Jaffna,8.2,Bachelor's Degree,138000
Product Manager,"Tableau, AWS, Excel, Kubernetes, Pandas, Machine Learning",Remote,6.8,Bachelor's Degree,209000
Fullstack Developer,"Excel, Tableau, AWS, Machine Learning, Linux, Azure",Galle,4.2,Bachelor's Degree,144000
Frontend Developer,"Python, TensorFlow, Excel, Machine Learning",Galle,2.1,Bachelor's Degree,104000
Backend Developer,Excel,Jaffna,6.1,Master's Degree,128000
Frontend Developer,"JavaScript, SQL, Azure, Python, Kubernetes, Git",Galle,5.2,Master's Degree,149000
Data Scientist,"Pandas, Docker, AWS, Machine Learning, TensorFlow, Tableau",Kandy,6.7,Diploma,164000
Business Analyst,Pandas,Remote,5.9,Bachelor's Degree,117000
Fullstack Developer,Tableau,Remote,7.1,Bachelor's Degree,149000
QA Engineer,"Excel, Tableau, AWS, Python, Pandas",Galle,2.4,Diploma,83000
Software Engineer,"Machine Learning, JavaScript, Tableau, TensorFlow",Remote,8.0,Bachelor's Degree,154000
Product Manager,"Pandas, Linux",Kandy,4.6,Master's Degree,175000
Software Engineer,"SQL, AWS, TensorFlow, Python, Excel, Linux",Colombo,10.2,Bachelor's Degree,199000
DevOps Engineer,SQL,Colombo,1.9,Master's Degree,152000
Data Scientist,"Linux, SQL, Git, Machine Learning",Colombo,9.2,Diploma,191000
Business Analyst,Tableau,Kandy,4.6,Bachelor's Degree,105000
Fullstack Developer,"Machine Learning, TensorFlow, Linux",Remote,2.0,Diploma,114000
Business Analyst,Linux,Kandy,2.5,Bachelor's Degree,96000
Data Scientist,"SQL, Tableau, Kubernetes",Kandy,3.0,Master's Degree,158000
Product Manager,"AWS, JavaScript",Remote,5.3,High School,140000
Data Scientist,"Linux, Kubernetes, Tableau, SQL, Python, AWS",Colombo,5.6,High School,172000
DevOps Engineer,Pandas,Remote,2.3,Master's Degree,141000
Fullstack Developer,"Tableau, Git, Excel, AWS, SQL, JavaScript",Kandy,3.9,Bachelor's Degree,150000
Product Manager,"Kubernetes, JavaScript, SQL, Linux",Colombo,10.4,Bachelor's Degree,239000
QA Engineer,"Machine Learning, TensorFlow, Tableau, React, Docker",Jaffna,9.2,High School,97000
Business Analyst,"Machine Learning, Azure",Colombo,5.3,Bachelor's Degree,125000
Product Manager,"JavaScript, AWS, Tableau, TensorFlow, Pandas",Kandy,4.1,Bachelor's Degree,171000
Business Analyst,Tableau,Kandy,4.4,Master's Degree,120000
QA Engineer,"SQL, Git, TensorFlow, Python",Colombo,5.8,Bachelor's Degree,125000
Frontend Developer,"Kubernetes, React",Galle,0.9,Bachelor's Degree,89000
QA Engineer,Machine Learning,Colombo,3.2,Master's Degree,117000
DevOps Engineer,"Tableau, Python",Jaffna,0.0,Bachelor's Degree,94000
Data Scientist,"Pandas, AWS",Remote,5.2,Bachelor's Degree,151000
Fullstack Developer,"Pandas, TensorFlow",Galle,5.9,Bachelor's Degree,128000
Data Scientist,"JavaScript, Machine Learning, Git",Jaffna,2.6,Master's Degree,139000
Fullstack Developer,"Machine Learning, AWS",Remote,8.7,Bachelor's Degree,158000
Fullstack Developer,"JavaScript, Linux",Jaffna,0.3,Bachelor's Degree,95000
Backend Developer,"AWS, Pandas",Kandy,0.0,Bachelor's Degree,95000
Frontend Developer,"Docker, SQL",Colombo,4.7,Master's Degree,148000
Software Engineer,"SQL, Machine Learning, AWS",Jaffna,7.1,Bachelor's Degree,121000
Backend Developer,"Git, React",Remote,9.1,Bachelor's Degree,146000
DevOps Engineer,"Azure, Excel, JavaScript, Machine Learning, Kubernetes",Remote,2.6,Bachelor's Degree,143000
Business Analyst,"AWS, Excel, Git, React, Python",Jaffna,7.2,Master's Degree,138000
Business Analyst,"Docker, Kubernetes",Remote,3.9,Bachelor's Degree,108000
DevOps Engineer,"Git, Python, Kubernetes, Excel, Pandas",Jaffna,3.5,Master's Degree,145000
Product Manager,Kubernetes,Remote,6.7,Bachelor's Degree,174000
Data Scientist,"AWS, JavaScript, Machine Learning, Azure",Colombo,6.0,Master's Degree,217000
Fullstack Developer,"SQL, Docker",Galle,0.0,Bachelor's Degree,99000
Data Scientist,AWS,Galle,8.4,Bachelor's Degree,153000
QA Engineer,"Pandas, Linux, Python, AWS, Git",Kandy,8.1,Master's Degree,141000
Fullstack Developer,"Tableau, Excel",Galle,2.1,Bachelor's Degree,109000
Software Engineer,"Machine Learning, Kubernetes, Pandas, Docker, Azure, Python",Galle,5.2,Bachelor's Degree,136000
Frontend Developer,"Linux, Azure, Git, JavaScript, TensorFlow, Machine Learning",Remote,5.5,Master's Degree,167000
Software Engineer,"Git, TensorFlow, Docker, Python, Machine Learning",Jaffna,4.8,Bachelor's Degree,121000
Software Engineer,"Docker, SQL, TensorFlow",Remote,2.3,Master's Degree,135000
Product Manager,"Tableau, JavaScript, SQL, Docker, Excel, Azure",Colombo,2.0,Bachelor's Degree,189000
Business Analyst,"Tableau, JavaScript, Docker, Git, React, Azure",Jaffna,3.9,Bachelor's Degree,110000
Data Scientist,"Docker, AWS, Excel",Remote,7.5,Bachelor's Degree,173000
Data Scientist,"Pandas, Azure, TensorFlow, Excel",Galle,5.6,Bachelor's Degree,152000
Backend Developer,"Pandas, Tableau, Machine Learning, JavaScript, AWS, Excel",Colombo,2.9,Bachelor's Degree,151000
DevOps Engineer,"Machine Learning, Git, SQL",Galle,6.3,Diploma,123000
DevOps Engineer,"SQL, Excel, JavaScript, Azure",Colombo,0.0,Bachelor's Degree,133000
Product Manager,"AWS, Docker",Jaffna,7.4,Bachelor's Degree,151000
Software Engineer,"JavaScript, Machine Learning, Python",Kandy,0.0,Master's Degree,115000
Product Manager,"Docker, Kubernetes, Linux, Git, TensorFlow, Pandas",Jaffna,2.9,Bachelor's Degree,152000
Product Manager,"AWS, Git, React, Linux, SQL",Galle,0.6,Bachelor's Degree,139000
Frontend Developer,"AWS, Docker",Galle,0.1,Master's Degree,99000
Software Engineer,"Docker, React",Jaffna,7.5,PhD,152000
DevOps Engineer,"Azure, React, SQL, Tableau, TensorFlow, Pandas",Kandy,2.6,Bachelor's Degree,142000
Software Engineer,"Linux, SQL, AWS",Galle,5.0,Bachelor's Degree,118000
Business Analyst,"Pandas, Python, TensorFlow, Docker, Git",Kandy,3.9,Bachelor's Degree,117000
Product Manager,"Azure, React",Colombo,5.4,Master's Degree,209000
Fullstack Developer,"Tableau, SQL, AWS, Docker",Kandy,4.2,High School,118000
Product Manager,"Docker, TensorFlow, Pandas, React, AWS",Galle,0.2,PhD,177000
DevOps Engineer,"Pandas, AWS, Docker, Git, Machine Learning",Jaffna,7.0,Master's Degree,167000
DevOps Engineer,"Azure, Machine Learning, React, Python, Kubernetes, Linux",Kandy,2.5,Bachelor's Degree,141000
Data Scientist,"Python, Linux, TensorFlow",Kandy,0.0,Bachelor's Degree,120000
Business Analyst,"JavaScript, Python, Machine Learning",Remote,2.7,Master's Degree,123000
Data Scientist,"Kubernetes, JavaScript, AWS, Docker, Linux",Remote,8.5,Bachelor's Degree,197000
Software Engineer,"Docker, Kubernetes, SQL, Pandas, Excel, Git",Jaffna,6.6,Bachelor's Degree,136000
Frontend Developer,"Docker, React, AWS",Remote,3.0,Diploma,103000
QA Engineer,"Kubernetes, Tableau, AWS, React, SQL, Git",Jaffna,3.0,Diploma,84000
Data Scientist,"JavaScript, React",Jaffna,3.0,PhD,152000
Product Manager,"Machine Learning, Linux, Tableau",Jaffna,10.2,Diploma,158000
Fullstack Developer,"Git, React, Kubernetes, SQL, Azure, AWS",Remote,5.1,Master's Degree,191000
DevOps Engineer,"SQL, Excel",Jaffna,5.3,Bachelor's Degree,118000
QA Engineer,Excel,Galle,7.1,Master's Degree,112000
Frontend Developer,"Azure, Pandas, AWS, JavaScript",Colombo,4.7,Master's Degree,163000
DevOps Engineer,"React, TensorFlow, Excel",Jaffna,3.2,Diploma,102000
Frontend Developer,"SQL, AWS, Pandas, TensorFlow",Kandy,3.4,High School,99000
Frontend Developer,"Machine Learning, Linux, Pandas, Docker",Remote,3.8,Bachelor's Degree,124000
Fullstack Developer,"TensorFlow, Git, AWS",Colombo,3.9,Bachelor's Degree,152000
Software Engineer,"SQL, Linux, Python",Kandy,6.2,Bachelor's Degree,131000
DevOps Engineer,"SQL, Python, React",Galle,4.2,Bachelor's Degree,126000
Backend Developer,React,Galle,6.2,Bachelor's Degree,118000
Data Scientist,"JavaScript, Tableau, TensorFlow, SQL, Machine Learning",Remote,3.8,Master's Degree,189000
Product Manager,"Excel, Docker, TensorFlow",Galle,4.2,Bachelor's Degree,149000
Backend Developer,Azure,Remote,0.0,Bachelor's Degree,100000
DevOps Engineer,SQL,Remote,6.7,Bachelor's Degree,147000
QA Engineer,"Docker, SQL, Machine Learning, JavaScript",Kandy,5.0,Bachelor's Degree,105000
Business Analyst,"Linux, Pandas, Azure, Tableau, Excel",Colombo,7.0,Bachelor's Degree,154000
Data Scientist,Excel,Kandy,0.0,Master's Degree,131000
QA Engineer,"React, Pandas, Docker",Kandy,10.3,Master's Degree,139000
Product Manager,"SQL, Pandas, React",Colombo,3.6,Master's Degree,204000
Data Scientist,"SQL, Excel",Kandy,7.3,Master's Degree,179000
Frontend Developer,"JavaScript, SQL",Colombo,0.9,Bachelor's Degree,109000
Data Scientist,Python,Jaffna,5.8,Master's Degree,151000
Software Engineer,"Machine Learning, Python",Remote,0.8,Bachelor's Degree,104000
QA Engineer,Git,Galle,2.1,High School,68000
Frontend Developer,"Python, Tableau, Machine Learning, Excel, Linux, JavaScript",Remote,9.7,Master's Degree,195000
DevOps Engineer,"Docker, Python, Machine Learning, SQL, React, Linux",Galle,3.4,Bachelor's Degree,139000
Product Manager,"Linux, JavaScript, Azure, Git, Machine Learning, TensorFlow",Remote,4.7,Master's Degree,222000
Product Manager,"Pandas, JavaScript",Galle,6.6,Bachelor's Degree,156000
Product Manager,Pandas,Colombo,5.5,Master's Degree,210000
Product Manager,"AWS, Docker, Pandas, Linux, SQL, Git",Colombo,4.5,Bachelor's Degree,210000
Backend Developer,"Kubernetes, JavaScript, Azure, Excel",Jaffna,5.1,Diploma,106000
Backend Developer,AWS,Colombo,11.2,Bachelor's Degree,172000
QA Engineer,"Pandas, React, Azure",Colombo,3.8,Diploma,99000
QA Engineer,Kubernetes,Galle,4.6,Bachelor's Degree,89000
Frontend Developer,"Excel, AWS, JavaScript, Azure, Kubernetes, React",Jaffna,7.2,Bachelor's Degree,132000
Data Scientist,"TensorFlow, Docker, SQL, Python",Jaffna,7.3,Master's Degree,176000
Fullstack Developer,"Azure, TensorFlow, Excel, Machine Learning",Colombo,7.6,Diploma,165000
Fullstack Developer,"Linux, Machine Learning, Pandas, SQL, Excel, Docker",Kandy,5.9,Bachelor's Degree,162000
Fullstack Developer,JavaScript,Jaffna,0.6,Master's Degree,111000
Frontend Developer,"Tableau, Linux, Excel, React, TensorFlow, Kubernetes",Galle,8.9,Bachelor's Degree,148000
Fullstack Developer,"Azure, React, SQL, AWS",Colombo,0.6,Diploma,123000
QA Engineer,"JavaScript, TensorFlow, SQL, Python",Colombo,4.9,Master's Degree,139000
Data Scientist,"TensorFlow, Python, SQL, Kubernetes",Remote,1.7,Master's Degree,165000
DevOps Engineer,"Linux, Git, Machine Learning",Colombo,3.8,Master's Degree,174000
Product Manager,"Tableau, AWS, JavaScript, React",Jaffna,5.0,Bachelor's Degree,152000
Frontend Developer,"Docker, Tableau, Azure, Excel, Python",Colombo,5.0,PhD,195000
Data Scientist,"AWS, Docker, Kubernetes, Git",Jaffna,5.3,High School,121000
DevOps Engineer,"TensorFlow, Excel, Tableau, React, SQL",Jaffna,8.8,Bachelor's Degree,155000
Frontend Developer,"Kubernetes, AWS, Tableau, Machine Learning, Linux, Excel",Remote,5.4,Master's Degree,166000
QA Engineer,"Azure, Excel, SQL, Git",Colombo,3.3,Bachelor's Degree,113000
QA Engineer,"Kubernetes, Linux, TensorFlow, Docker, React",Galle,6.9,Diploma,100000
Software Engineer,"Excel, Docker",Galle,7.6,Master's Degree,143000
Software Engineer,"Docker, Kubernetes, Machine Learning, Excel, Git, TensorFlow",Jaffna,0.3,Bachelor's Degree,104000
Business Analyst,"JavaScript, TensorFlow",Galle,5.8,Bachelor's Degree,104000
Data Scientist,"Machine Learning, Docker, SQL",Colombo,6.1,Bachelor's Degree,181000
Software Engineer,"TensorFlow, Excel, Kubernetes, Linux",Remote,3.1,Master's Degree,146000
Frontend Developer,Pandas,Jaffna,8.1,Bachelor's Degree,113000
Backend Developer,"Linux, Kubernetes, Docker, Git",Colombo,3.5,Master's Degree,164000
Data Scientist,"TensorFlow, JavaScript, Docker, AWS, Azure, Tableau",Kandy,4.4,Bachelor's Degree,167000
Backend Developer,"JavaScript, AWS, TensorFlow, Machine Learning",Remote,3.5,Bachelor's Degree,129000
Frontend Developer,React,Remote,4.0,Bachelor's Degree,114000
Business Analyst,"Pandas, Machine Learning, Git, Linux, Excel",Remote,0.7,Bachelor's Degree,107000
Data Scientist,"Tableau, Azure, AWS, Kubernetes, JavaScript",Galle,0.0,Master's Degree,143000
Frontend Developer,"Tableau, React, Kubernetes, TensorFlow, Azure",Galle,8.8,Bachelor's Degree,142000
Fullstack Developer,"Linux, Azure, AWS",Remote,1.5,Bachelor's Degree,124000
Software Engineer,"Pandas, Azure, SQL, Linux, AWS, JavaScript",Jaffna,1.0,Bachelor's Degree,107000
Product Manager,"Excel, Tableau, Kubernetes, Linux, TensorFlow",Colombo,0.0,Bachelor's Degree,164000
Backend Developer,"SQL, JavaScript, Git, Pandas",Galle,2.1,Master's Degree,126000
Fullstack Developer,"Excel, Git, Machine Learning",Kandy,0.0,Master's Degree,126000
Frontend Developer,"TensorFlow, SQL, React",Remote,8.9,Bachelor's Degree,144000
Business Analyst,SQL,Kandy,7.0,High School,98000
Frontend Developer,"AWS, Azure, Kubernetes, Tableau",Colombo,1.9,Bachelor's Degree,126000
Frontend Developer,"Python, React",Galle,10.8,Master's Degree,151000
DevOps Engineer,"Excel, Python, Pandas, AWS, Git, TensorFlow",Colombo,6.9,Bachelor's Degree,195000
Frontend Developer,Git,Jaffna,3.0,Master's Degree,107000
Data Scientist,"Excel, Pandas, SQL, JavaScript",Colombo,0.0,Bachelor's Degree,145000
Product Manager,Azure,Remote,10.9,Master's Degree,231000
Product Manager,"AWS, Machine Learning, JavaScript",Remote,0.0,Diploma,123000
Backend Developer,"Excel, Linux, Pandas",Jaffna,0.0,Master's Degree,103000
Business Analyst,"JavaScript, SQL, Machine Learning, Excel",Kandy,7.1,PhD,166000
QA Engineer,"React, Excel, Linux, Python",Jaffna,11.3,Bachelor's Degree,117000
Data Scientist,"Azure, Kubernetes, AWS",Kandy,8.2,PhD,219000
DevOps Engineer,"AWS, Pandas, Docker",Galle,5.7,High School,114000
Software Engineer,"TensorFlow, Tableau, Python, Pandas, Git, JavaScript",Galle,5.8,Bachelor's Degree,139000
Frontend Developer,"Pandas, Docker, Tableau, TensorFlow, Machine Learning, Azure",Kandy,6.6,Master's Degree,166000
Fullstack Developer,Git,Jaffna,6.3,Master's Degree,141000
Frontend Developer,"Machine Learning, Excel, Tableau",Kandy,4.8,Bachelor's Degree,118000
DevOps Engineer,"TensorFlow, Docker, Tableau, Git",Jaffna,4.3,Master's Degree,144000
Frontend Developer,Excel,Jaffna,3.8,Bachelor's Degree,96000
Fullstack Developer,"Pandas, Kubernetes, Machine Learning",Kandy,1.7,Master's Degree,137000
Product Manager,Docker,Jaffna,3.2,Bachelor's Degree,128000
Product Manager,"Docker, AWS, Pandas, Python, Tableau, SQL",Jaffna,0.0,Master's Degree,152000
DevOps Engineer,Kubernetes,Kandy,3.7,Bachelor's Degree,124000
Backend Developer,"Machine Learning, Git, SQL, JavaScript, Azure",Kandy,1.0,Master's Degree,132000
Fullstack Developer,"AWS, Git, Pandas",Kandy,0.7,Bachelor's Degree,114000
Backend Developer,"JavaScript, Machine Learning, Kubernetes",Galle,4.5,Bachelor's Degree,116000
Fullstack Developer,"JavaScript, Python, Excel, Azure, TensorFlow",Remote,8.2,Bachelor's Degree,178000
Data Scientist,"JavaScript, React, Pandas, SQL",Colombo,6.8,Bachelor's Degree,195000
Fullstack Developer,"React, SQL, Machine Learning, Docker, Excel",Remote,0.0,Diploma,114000
Product Manager,"Tableau, AWS, TensorFlow, Excel",Colombo,1.0,Bachelor's Degree,165000
Business Analyst,"Excel, Git",Galle,6.8,Bachelor's Degree,109000
QA Engineer,"SQL, Kubernetes, JavaScript, Linux",Kandy,1.1,PhD,115000
Frontend Developer,"TensorFlow, JavaScript, Kubernetes, SQL, Tableau, Pandas",Colombo,3.3,Bachelor's Degree,146000
Frontend Developer,"Linux, AWS",Kandy,5.7,Bachelor's Degree,116000
QA Engineer,Python,Jaffna,1.1,Diploma,65000
Backend Developer,"Kubernetes, TensorFlow, JavaScript, Pandas, Git, Excel",Remote,4.3,Bachelor's Degree,146000
Data Scientist,"Python, Git, Docker, JavaScript, AWS",Galle,0.0,PhD,161000
Software Engineer,React,Remote,2.2,Bachelor's Degree,111000
Frontend Developer,"TensorFlow, Docker, SQL, Azure",Colombo,5.0,Bachelor's Degree,144000
Frontend Developer,"Azure, AWS",Galle,0.0,Master's Degree,98000
DevOps Engineer,Docker,Remote,5.3,Bachelor's Degree,139000
Frontend Developer,Docker,Colombo,3.9,PhD,162000
QA Engineer,"Pandas, Docker, Kubernetes",Galle,5.7,Master's Degree,112000
Frontend Developer,"Excel, Tableau, React, Azure, Docker",Jaffna,4.7,Master's Degree,132000
Backend Developer,"AWS, Tableau, SQL, Azure, TensorFlow, Git",Colombo,8.1,Bachelor's Degree,185000
Software Engineer,"SQL, Python",Jaffna,4.4,Bachelor's Degree,104000
QA Engineer,"Machine Learning, AWS, Python, Excel",Galle,2.7,PhD,117000
Product Manager,"AWS, Git, Machine Learning, Pandas",Kandy,4.4,Diploma,149000
Data Scientist,"Excel, React",Kandy,5.6,Master's Degree,168000
Product Manager,"Linux, TensorFlow, Git",Kandy,4.1,Bachelor's Degree,156000
Software Engineer,"Tableau, Linux, SQL, Kubernetes, Machine Learning",Kandy,4.1,Master's Degree,151000
Data Scientist,"Python, React, TensorFlow",Colombo,1.9,Bachelor's Degree,152000
Data Scientist,"SQL, Python, Machine Learning",Jaffna,2.0,Master's Degree,135000
QA Engineer,"TensorFlow, React, Linux, Git",Colombo,0.0,Bachelor's Degree,97000
Software Engineer,"Linux, AWS, Docker, Pandas, Git, SQL",Kandy,9.2,Master's Degree,191000
Frontend Developer,"Tableau, Python, Pandas",Colombo,0.3,Bachelor's Degree,111000
Fullstack Developer,Kubernetes,Galle,1.9,Bachelor's Degree,108000
Fullstack Developer,Python,Kandy,1.8,Bachelor's Degree,114000
Fullstack Developer,"TensorFlow, Tableau, Git",Kandy,6.7,Diploma,132000
QA Engineer,"Pandas, Tableau, React, TensorFlow",Remote,3.1,Diploma,91000
Data Scientist,"Azure, JavaScript, AWS",Jaffna,7.7,Master's Degree,171000
QA Engineer,"Linux, Git, Kubernetes",Colombo,2.0,Master's Degree,117000
Backend Developer,"SQL, Kubernetes, TensorFlow, Excel, Machine Learning",Colombo,4.8,Bachelor's Degree,157000
QA Engineer,"JavaScript, TensorFlow, Excel, Pandas, SQL, AWS",Remote,1.5,Bachelor's Degree,103000
Product Manager,React,Jaffna,10.4,Bachelor's Degree,168000
QA Engineer,"SQL, Git, TensorFlow",Galle,0.4,Master's Degree,89000
Product Manager,"React, Linux, Python, Azure",Colombo,4.9,Master's Degree,225000
Product Manager,Azure,Jaffna,5.9,Bachelor's Degree,143000
QA Engineer,"Pandas, Linux, React, Docker, Tableau, Excel",Colombo,5.2,Master's Degree,153000
Software Engineer,Pandas,Jaffna,3.4,Bachelor's Degree,99000
DevOps Engineer,"Python, Machine Learning, Kubernetes, Pandas",Galle,3.6,Bachelor's Degree,129000
QA Engineer,"AWS, Linux, Tableau, React, Docker, SQL",Kandy,4.1,Bachelor's Degree,110000
Frontend Developer,"Machine Learning, Kubernetes, Azure, Python, Pandas, Excel",Colombo,3.6,High School,126000
QA Engineer,"Pandas, Kubernetes, TensorFlow, Git",Remote,6.9,Master's Degree,136000
Frontend Developer,"Excel, Linux, Docker, Pandas, TensorFlow",Jaffna,10.6,Master's Degree,163000
Data Scientist,"SQL, Python",Kandy,2.3,Diploma,114000
Software Engineer,"JavaScript, Excel, Python, Git, AWS, SQL",Kandy,0.0,Bachelor's Degree,114000
Product Manager,"Machine Learning, React",Jaffna,3.7,Diploma,118000
Fullstack Developer,Machine Learning,Kandy,11.7,Master's Degree,190000
QA Engineer,"AWS, Python, Git, Linux",Kandy,1.6,Bachelor's Degree,90000
Fullstack Developer,Docker,Colombo,8.9,Diploma,157000
Fullstack Developer,"Excel, AWS, Pandas, Linux",Remote,9.0,Master's Degree,202000
Frontend Developer,AWS,Jaffna,2.3,Bachelor's Degree,90000
QA Engineer,"Pandas, Python",Remote,5.7,High School,87000
Backend Developer,"Machine Learning, React, TensorFlow, Kubernetes, AWS",Colombo,8.9,Bachelor's Degree,183000
Backend Developer,"Pandas, Kubernetes, Python, SQL",Galle,2.9,Master's Degree,130000
QA Engineer,"AWS, JavaScript, Azure",Kandy,3.4,Bachelor's Degree,93000
Backend Developer,"Excel, Git, Pandas, TensorFlow, AWS",Kandy,2.3,Master's Degree,140000
Fullstack Developer,"Excel, TensorFlow, Git, Pandas",Galle,1.0,Master's Degree,131000
DevOps Engineer,"JavaScript, React, Pandas, Tableau, Machine Learning",Jaffna,2.1,Diploma,107000
Business Analyst,"Linux, AWS",Colombo,0.3,Master's Degree,116000
QA Engineer,"JavaScript, Git, Azure",Colombo,4.1,PhD,145000
Backend Developer,"Docker, TensorFlow, SQL",Kandy,1.7,Master's Degree,124000
Product Manager,Tableau,Colombo,4.7,Bachelor's Degree,177000
Data Scientist,"JavaScript, Machine Learning, Azure, Git, AWS",Galle,0.0,PhD,161000
Backend Developer,Tableau,Remote,5.0,Bachelor's Degree,125000
DevOps Engineer,"Excel, Azure, Linux, TensorFlow, Machine Learning, Python",Jaffna,6.5,Master's Degree,171000
Data Scientist,Tableau,Remote,0.0,Bachelor's Degree,120000
Data Scientist,"Python, Azure, Machine Learning, SQL, TensorFlow",Colombo,5.1,Master's Degree,219000
Backend Developer,"Pandas, React",Jaffna,7.7,Master's Degree,135000
QA Engineer,"Excel, Machine Learning, SQL, TensorFlow, Docker, Pandas",Kandy,0.4,Diploma,84000
